ID,Entry,Gene names,Cross-reference (STRING)
14409,P61581,ERVK-24,9606.ENSP00000485226
14410,Q8NFA2,NOXO1 P41NOX SH3PXD5,9606.ENSP00000380450
14411,Q8N5V2,NGEF,9606.ENSP00000264051
14412,Q96T66,NMNAT3 FKSG76,9606.ENSP00000340523
14413,Q5H9R7,PPP6R3 C11orf23 KIAA1558 PP6R3 SAPL SAPS3,9606.ENSP00000377390
14414,Q6P3R8,NEK5,9606.ENSP00000347767
14415,Q96I34,PPP1R16A MYPT3,9606.ENSP00000292539
14416,Q15165,PON2,9606.ENSP00000222572
14417,O95299,NDUFA10,9606.ENSP00000252711
14418,Q8N2Q7,NLGN1 KIAA1070,9606.ENSP00000392500
14419,O75323,NIPSNAP2 GBAS,9606.ENSP00000313050
14420,Q8N0W4,NLGN4X KIAA1260 NLGN4 UNQ365/PRO701,9606.ENSP00000370485
14421,Q9UBE8,NLK LAK1,9606.ENSP00000384625
14422,Q9NXE4,SMPD4 KIAA1418 SKNY,9606.ENSP00000386531
14423,O95190,OAZ2,9606.ENSP00000463013
14424,Q9BZF3,OSBPL6 ORP6,9606.ENSP00000376293
14425,Q96FW1,OTUB1 OTB1 OTU1 HSPC263,9606.ENSP00000444357
14426,Q8NHB1,OR2V1,9606.ENSP00000404102
14427,Q6IEV9,OR4C11 OR4C11P,9606.ENSP00000306651
14428,Q9BZF1,OSBPL8 KIAA1451 ORP8 OSBP10,9606.ENSP00000261183
14429,Q8NG81,OR2M7,9606.ENSP00000324557
14430,Q8NGC2,OR4E2,9606.ENSP00000386195
14431,Q8NH37,OR4C3,9606.ENSP00000321419
14432,Q96P68,OXGR1 GPR80 GPR99 P2RY15 P2Y15,9606.ENSP00000298440
14433,Q8NGD2,OR4K2,9606.ENSP00000298642
14434,Q8NGF9,OR4X2,9606.ENSP00000485191
14435,A6NF89,OR6C6,9606.ENSP00000351211
14436,Q86WS3,OOSP2 PLAC1L TMEM122,9606.ENSP00000278855
14437,Q8NGI9,OR5A2,9606.ENSP00000303834
14438,Q8NH85,OR8U3 OR5R1 OR5R1P,9606.ENSP00000308595
14439,A6NET4,OR5K3,9606.ENSP00000373194
14440,Q9UBQ7,GRHPR GLXR MSTP035,9606.ENSP00000313432
14441,Q9NWT6,HIF1AN FIH1,9606.ENSP00000299163
14442,P07686,HEXB HCC7,9606.ENSP00000261416
14443,P09601,HMOX1 HO HO1,9606.ENSP00000216117
14444,Q9NWY4,HPF1 C4orf27,9606.ENSP00000406598
14445,P09429,HMGB1 HMG1,9606.ENSP00000345347
14446,Q13572,ITPK1,9606.ENSP00000267615
14447,O43736,ITM2A UNQ603/PRO1189,9606.ENSP00000362395
14448,Q06033,ITIH3,9606.ENSP00000415769
14449,O95050,INMT,9606.ENSP00000013222
14450,Q8NFU5,IPMK IMPK,9606.ENSP00000363046
14451,P10914,IRF1,9606.ENSP00000245414
14452,P29218,IMPA1 IMPA,9606.ENSP00000408526
14453,Q6PI98,INO80C C18orf37,9606.ENSP00000467041
14454,Q0VD86,INCA1 HSD45,9606.ENSP00000458316
14455,Q96NX5,CAMK1G CLICK3 VWS1,9606.ENSP00000009105
14456,P57682,KLF3 BKLF,9606.ENSP00000261438
14457,Q99661,KIF2C KNSL6,9606.ENSP00000361298
14458,Q53GT1,KLHL22,9606.ENSP00000331682
14459,O95600,KLF8 BKLF3 ZNF741,9606.ENSP00000417303
14460,Q9BZL6,PRKD2 PKD2 HSPC187,9606.ENSP00000393978
14461,Q9GZZ8,LACRT,9606.ENSP00000257867
14462,Q86U70,LDB1 CLIM2,9606.ENSP00000392466
14463,Q8IUZ0,LRRC49,9606.ENSP00000453273
14464,Q05C16,LRRC63,9606.ENSP00000469337
14465,Q9ULH4,LRFN2 KIAA1246 SALM1,9606.ENSP00000345985
14466,Q86YC3,NRROS LRRC33 UNQ3030/PRO9833,9606.ENSP00000328625
14467,Q969R5,L3MBTL2,9606.ENSP00000216237
14468,P58215,LOXL3 LOXL,9606.ENSP00000264094
14469,Q9Y4K0,LOXL2,9606.ENSP00000373783
14470,A4QPB2,LRP5L,9606.ENSP00000482378
14471,Q9C0E8,LNPK KIAA1715 LNP,9606.ENSP00000272748
14472,O00462,MANBA MANB1,9606.ENSP00000226578
14473,Q5VSG8,MANEAL,9606.ENSP00000362136
14474,P03971,AMH MIF,9606.ENSP00000221496
14475,Q9NQ76,MEPE,9606.ENSP00000416984
14476,Q8TC71,SPATA18 MIEAP,9606.ENSP00000295213
14477,O00470,MEIS1,9606.ENSP00000272369
14478,Q96A72,MAGOHB MAGOH2,9606.ENSP00000319240
14479,Q9NPJ1,MKKS BBS6,9606.ENSP00000246062
14480,O75900,MMP23B MMP21 MMP22,9606.ENSP00000348308
14481,O00566,MPHOSPH10 MPP10,9606.ENSP00000244230
14482,Q9UBU8,MORF4L1 MRG15 FWP006 HSPC008 HSPC061 PP368,9606.ENSP00000331310
14483,Q9Y605,MRFAP1 PAM14 PGR1,9606.ENSP00000318352
14484,O14733,MAP2K7 JNKK2 MEK7 MKK7 PRKMK7 SKK4,9606.ENSP00000381070
14485,Q6UVY6,MOXD1 MOX UNQ2493/PRO5780,9606.ENSP00000356940
14486,P04198,MYCN BHLHE37 NMYC,9606.ENSP00000281043
14487,Q9P2K5,MYEF2 KIAA1341,9606.ENSP00000316950
14488,Q5T1S8,NCMAP C1orf130,9606.ENSP00000363513
14489,Q8NI08,NCOA7 ERAP140 ESNA1 Nbla00052 Nbla10993,9606.ENSP00000376269
14490,Q9HC98,NEK6,9606.ENSP00000362702
14491,P59044,NLRP6 NALP6 PYPAF5,9606.ENSP00000309767
14492,Q15599,SLC9A3R2 NHERF2,9606.ENSP00000408005
14493,Q9BR09,NEURL2 C20orf163,9606.ENSP00000361596
14494,Q86UT5,PDZD3 IKEPP NHERF4 PDZK2 DLNB27,9606.ENSP00000347742
14495,Q96D46,NMD3 CGI-07,9606.ENSP00000419004
14496,Q14978,NOLC1 KIAA0035 NS5ATP13,9606.ENSP00000385410
14497,P51513,NOVA1,9606.ENSP00000438875
14498,Q8IY84,NIM1K NIM1,9606.ENSP00000420849
14499,O00712,NFIB,9606.ENSP00000370340
14500,P03886,MT-ND1 MTND1 NADH1 ND1,9606.ENSP00000354687
14501,Q8NE18,NSUN7,9606.ENSP00000371201
14502,P54845,NRL D14S46E,9606.ENSP00000454062
14503,Q96RS6,NUDCD1 CML66,9606.ENSP00000239690
14504,Q8NGU9,GPR150,9606.ENSP00000369344
14505,Q14449,GRB14,9606.ENSP00000263915
14506,Q8NBJ5,COLGALT1 GLT25D1 PSEC0241,9606.ENSP00000252599
14507,P30550,GRPR,9606.ENSP00000369643
14508,O60381,HBP1,9606.ENSP00000222574
14509,Q5TC63,GRTP1 TBC1D6,9606.ENSP00000364579
14510,Q93079,H2BC9 H2BFJ HIST1H2BH,9606.ENSP00000479169
14511,Q6B0K9,HBM HBAP2,9606.ENSP00000349270
14512,P28799,GRN,9606.ENSP00000053867
14513,P39086,GRIK1 GLUR5,9606.ENSP00000382791
14514,Q8TAA5,GRPEL2,9606.ENSP00000329558
14515,Q9Y3E1,HDGFL3 HDGF2 HDGFRP3 CGI-142,9606.ENSP00000299633
14516,Q12988,HSPB3 HSP27 HSPL27,9606.ENSP00000303394
14517,P52272,HNRNPM HNRPM NAGR1,9606.ENSP00000325376
14518,O00198,HRK BID3,9606.ENSP00000257572
14519,Q9NSI5,IGSF5 JAM4,9606.ENSP00000369962
14520,O00219,HAS3,9606.ENSP00000304440
14521,A6NMD0,IFITM10,9606.ENSP00000344430
14522,Q8IU54,IFNL1 IL29 ZCYTO21,9606.ENSP00000329991
14523,Q9UHF5,IL17B IL20 NIRF ZCYTO7 UNQ516/PRO1031,9606.ENSP00000261796
14524,P35452,HOXD12 HOX4H,9606.ENSP00000385586
14525,Q14240,EIF4A2 DDX2B EIF4F,9606.ENSP00000326381
14526,Q8NI17,IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384,9606.ENSP00000415900
14527,P19013,KRT4 CYK4,9606.ENSP00000448220
14528,P05112,IL4,9606.ENSP00000231449
14529,Q5VZ66,JAKMIP3 C10orf14 C10orf39 JAMIP3 NECC2,9606.ENSP00000298622
14530,A6ND01,IZUMO1R FOLR4 JUNO,9606.ENSP00000332963
14531,P13646,KRT13,9606.ENSP00000246635
14532,Q6A162,KRT40 KA36,9606.ENSP00000366984
14533,Q9Y581,INSL6 RIF1,9606.ENSP00000371054
14534,Q9H7Z6,KAT8 MOF MYST1 PP7073,9606.ENSP00000406037
14535,Q9H0H3,KLHL25 ENC2,9606.ENSP00000336800
14536,Q7Z4W3,KRTAP19-3 KAP19.3,9606.ENSP00000386376
14537,Q14721,KCNB1,9606.ENSP00000360806
14538,Q8NBE8,KLHL23,9606.ENSP00000376419
14539,Q3LI72,KRTAP19-5 KAP19.5,9606.ENSP00000334985
14540,Q3LI64,KRTAP6-1 C21orf103 KAP6.1,9606.ENSP00000332690
14541,P60409,KRTAP10-7 KAP10.7 KAP18-7 KRTAP10.7 KRTAP18-7 KRTAP18.7,9606.ENSP00000476821
14542,Q9C0H6,KLHL4 KIAA1687,9606.ENSP00000362206
14543,Q96PQ7,KLHL5,9606.ENSP00000423897
14544,Q5HYA8,TMEM67 MKS3,9606.ENSP00000389998
14545,O15442,MPPED1 C22orf1 FAM1A,9606.ENSP00000388137
14546,Q8NH48,OR5B3 OR5B13,9606.ENSP00000308270
14547,O95297,MPZL1 PZR UNQ849/PRO1787,9606.ENSP00000352513
14548,Q9UKL2,OR52A1,9606.ENSP00000369725
14549,Q13163,MAP2K5 MEK5 MKK5 PRKMK5,9606.ENSP00000178640
14550,Q8NHP6,MOSPD2,9606.ENSP00000369860
14551,P07438,MT1B MT1Q,9606.ENSP00000334998
14552,P49286,MTNR1B,9606.ENSP00000257068
14553,Q8IZQ8,MYOCD MYCD,9606.ENSP00000401678
14554,Q96NK8,NEUROD6 ATOH2 BHLHA2 My051,9606.ENSP00000297142
14555,P43490,NAMPT PBEF PBEF1,9606.ENSP00000222553
14556,Q9NPC6,MYOZ2 C4orf5,9606.ENSP00000306997
14557,Q6PIU2,NCEH1 AADACL1 KIAA1363,9606.ENSP00000442464
14558,O95139,NDUFB6,9606.ENSP00000369176
14559,O96000,NDUFB10,9606.ENSP00000268668
14560,Q6BCY4,CYB5R2,9606.ENSP00000437041
14561,Q99435,NELL2 NRP2,9606.ENSP00000416341
14562,Q14916,SLC17A1 NPT1,9606.ENSP00000244527
14563,Q92979,EMG1 C2F,9606.ENSP00000470560
14564,Q9UGV2,NDRG3,9606.ENSP00000345292
14565,Q9HCQ7,NPVF C7orf9 RFRP,9606.ENSP00000222674
14566,P28336,NMBR,9606.ENSP00000258042
14567,Q9UMY1,NOL7 C6orf90 NOP27,9606.ENSP00000405674
14568,Q5M9Q1,NKAPL C6orf194,9606.ENSP00000345716
14569,P21452,TACR2 NK2R NKNAR TAC2R,9606.ENSP00000362403
14570,Q9H2Z4,NKX2-4 NKX2D,9606.ENSP00000345147
14571,Q8WWG1,NRG4,9606.ENSP00000378367
14572,P78426,NKX6-1 NKX6A,9606.ENSP00000295886
14573,Q6ZUT1,NKAPD1 C11orf57,9606.ENSP00000376767
14574,Q7RTS6,OTOP2,9606.ENSP00000332528
14575,Q9BX68,HINT2,9606.ENSP00000259667
14576,A8MV81,HIGD1C UBIE UBIE2,9606.ENSP00000381473
14577,O75506,HSBP1 HSF1BP,9606.ENSP00000392896
14578,O97980,HMHB1,9606.ENSP00000289448
14579,P04035,HMGCR,9606.ENSP00000287936
14580,P26583,HMGB2 HMG2,9606.ENSP00000296503
14581,Q8IX15,HOMEZ KIAA1443,9606.ENSP00000350049
14582,P55010,EIF5,9606.ENSP00000216554
14583,P38567,SPAM1 HYAL3 PH20,9606.ENSP00000345849
14584,P31269,HOXA9 HOX1G,9606.ENSP00000343619
14585,Q9BW83,IFT27 RABL4 RAYL,9606.ENSP00000393541
14586,P48735,IDH2,9606.ENSP00000331897
14587,Q9UBH0,IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342,9606.ENSP00000376896
14588,Q6ZMJ4,IL34 C16orf77,9606.ENSP00000397863
14589,Q01344,IL5RA IL5R,9606.ENSP00000412209
14590,P26951,IL3RA IL3R,9606.ENSP00000327890
14591,Q9UNL4,ING4 My036,9606.ENSP00000380024
14592,Q9P2K6,KLHL42 KIAA1340 KLHDC5,9606.ENSP00000370671
14593,P56470,LGALS4,9606.ENSP00000302100
14594,Q8N370,SLC43A2 LAT4 PP7664,9606.ENSP00000461382
14595,Q68G75,LEMD1,9606.ENSP00000356121
14596,Q9UQV4,LAMP3 DCLAMP TSC403,9606.ENSP00000265598
14597,Q6XYB7,LBX2 LP3727,9606.ENSP00000366789
14598,Q96GA3,LTV1 C6orf93,9606.ENSP00000356548
14599,Q5JTD7,LRRC73 C6orf154,9606.ENSP00000361518
14600,Q9BV99,LRRC61,9606.ENSP00000352642
14601,Q96AG4,LRRC59 PRO1855,9606.ENSP00000225972
14602,Q9H756,LRRC19,9606.ENSP00000369395
14603,Q96CN5,LRRC45,9606.ENSP00000306760
14604,Q96JB6,LOXL4 LOXC,9606.ENSP00000260702
14605,Q92539,LPIN2 KIAA0249,9606.ENSP00000261596
14606,Q5TKA1,LIN9 BARA TGS,9606.ENSP00000329102
14607,P33908,MAN1A1,9606.ENSP00000357453
14608,Q8IV50,LYSMD2,9606.ENSP00000267838
14609,Q8TD91,MAGEC3 HCA2,9606.ENSP00000298296
14610,O43708,GSTZ1 MAAI,9606.ENSP00000216465
14611,Q567V2,MPV17L2 FKSG24,9606.ENSP00000469836
14612,Q7Z434,MAVS IPS1 KIAA1271 VISA,9606.ENSP00000401980
14613,Q9UPY8,MAPRE3,9606.ENSP00000233121
14614,Q16539,MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A,9606.ENSP00000229795
14615,P10620,MGST1 GST12 MGST,9606.ENSP00000379512
14616,P02795,MT2A CES1 MT2,9606.ENSP00000245185
14617,Q9NXD2,MTMR10,9606.ENSP00000402537
14618,Q9H009,NACA2 NACAL,9606.ENSP00000427802
14619,Q15080,NCF4 SH3PXD4,9606.ENSP00000380334
14620,O43674,NDUFB5,9606.ENSP00000259037
14621,Q9ULP0,NDRG4 BDM1 KIAA1180,9606.ENSP00000377823
14622,P16519,PCSK2 NEC2,9606.ENSP00000262545
14623,Q9Y3R4,NEU2,9606.ENSP00000233840
14624,Q9Y239,NOD1 CARD4,9606.ENSP00000222823
14625,P22392,NME2 NM23B,9606.ENSP00000376886
14626,Q5PT55,SLC10A5,9606.ENSP00000428612
14627,Q6UWX4,HHIPL2 HHIP3 KIAA1822L UNQ841/PRO1779,9606.ENSP00000342118
14628,Q9NRZ9,HELLS PASG SMARCA6 Nbla10143,9606.ENSP00000377601
14629,P54868,HMGCS2,9606.ENSP00000358414
14630,P05114,HMGN1 HMG14,9606.ENSP00000370125
14631,O15066,KIF3B KIAA0359,9606.ENSP00000364864
14632,A8MX34,KRTAP29-1 KAP29.2,9606.ENSP00000375148
14633,P22460,KCNA5,9606.ENSP00000252321
14634,Q9H079,KATNBL1 C15orf29,9606.ENSP00000256544
14635,Q03426,MVK,9606.ENSP00000443551
14636,Q3LI67,KRTAP6-3 KAP6.3,9606.ENSP00000375482
14637,P04183,TK1,9606.ENSP00000301634
14638,O60291,MGRN1 KIAA0544 RNF156,9606.ENSP00000262370
14639,P43630,KIR3DL2 CD158K NKAT4,9606.ENSP00000325525
14640,O94806,PRKD3 EPK2 PRKCN,9606.ENSP00000368356
14641,Q9ULS6,KCNS2 KIAA1144,9606.ENSP00000287042
14642,Q92952,KCNN1 SK,9606.ENSP00000476519
14643,Q8N145,LGI3 LGIL4 UNQ8190/PRO23199,9606.ENSP00000302297
14644,P12532,CKMT1A CKMT; CKMT1B CKMT,9606.ENSP00000406577
14645,Q9BQD3,KXD1 C19orf50,9606.ENSP00000472836
14646,Q5T871,LELP1,9606.ENSP00000357736
14647,Q96FV0,LRRC46,9606.ENSP00000269025
14648,Q17RB8,LONRF1 RNF191,9606.ENSP00000381298
14649,Q8N448,LNX2 PDZRN1,9606.ENSP00000325929
14650,P48449,LSS OSC,9606.ENSP00000380837
14651,Q8N6Y2,LRRC17 P37NB UNQ3076/PRO9909,9606.ENSP00000344242
14652,Q96NI6,LRFN5 C14orf146 SALM5,9606.ENSP00000298119
14653,Q9Y468,L3MBTL1 KIAA0681 L3MBT L3MBTL,9606.ENSP00000398516
14654,Q9BQK8,LPIN3 LIPN3L,9606.ENSP00000362354
14655,Q538Z0,LUZP6 MPD6,9606.ENSP00000468007
14656,Q86UE6,LRRTM1 UNQ675/PRO1309,9606.ENSP00000295057
14657,Q9H089,LSG1,9606.ENSP00000265245
14658,Q12852,MAP3K12 ZPK,9606.ENSP00000448689
14659,Q68D91,MBLAC2,9606.ENSP00000314776
14660,Q6P2C8,MED27 CRSP34 CRSP8,9606.ENSP00000292035
14661,Q96RN5,MED15 ARC105 CTG7A PCQAP TIG1 TNRC7,9606.ENSP00000263205
14662,Q4G0Z9,MCMDC2 C8orf45,9606.ENSP00000413632
14663,Q05195,MXD1 MAD,9606.ENSP00000264444
14664,Q13477,MADCAM1,9606.ENSP00000215637
14665,Q9BUB5,MKNK1 MNK1,9606.ENSP00000361014
14666,Q8IXI1,RHOT2 ARHT2 C16orf39,9606.ENSP00000321971
14667,Q6NTE8,MRNIP C5orf45,9606.ENSP00000292586
14668,P59773,MINAR2 KIAA1024L,9606.ENSP00000454268
14669,Q8NG84,OR2AK2 OR2AK1P,9606.ENSP00000355436
14670,P49959,MRE11 HNGS1 MRE11A,9606.ENSP00000325863
14671,P53985,SLC16A1 MCT1,9606.ENSP00000441065
14672,O15403,SLC16A6 MCT6 MCT7,9606.ENSP00000319991
14673,Q8NCK7,SLC16A11 MCT11,9606.ENSP00000310490
14674,Q9ULC0,EMCN EMCN2 MUC14,9606.ENSP00000296420
14675,Q6N069,NAA16 NARG1L NAT2,9606.ENSP00000368716
14676,P0CAP1,MYZAP MYOZAP,9606.ENSP00000267853
14677,O43639,NCK2 GRB4,9606.ENSP00000233154
14678,Q8N6N6,NATD1 C17orf103 GTLF3B,9606.ENSP00000478388
14679,O95544,NADK,9606.ENSP00000367890
14680,Q9HCD5,NCOA5 KIAA1637,9606.ENSP00000290231
14681,P48645,NMU,9606.ENSP00000264218
14682,Q8TDX7,NEK7,9606.ENSP00000356355
14683,Q9UFN0,NIPSNAP3A NIPSNAP4 HSPC299,9606.ENSP00000363899
14684,Q8N987,NECAB1 EFCBP1,9606.ENSP00000387380
14685,P25929,NPY1R NPYR NPYY1,9606.ENSP00000354652
14686,Q8NEJ9,NGDN C14orf120,9606.ENSP00000386134
14687,P06865,HEXA,9606.ENSP00000268097
14688,Q9Y5J3,HEY1 BHLHB31 CHF2 HERP2 HESR1 HRT1,9606.ENSP00000338272
14689,Q04756,HGFAC,9606.ENSP00000421801
14690,P61978,HNRNPK HNRPK,9606.ENSP00000365439
14691,Q86UW8,HAPLN4 BRAL2 KIAA1926,9606.ENSP00000291481
14692,P11142,HSPA8 HSC70 HSP73 HSPA10,9606.ENSP00000432083
14693,P31267,HOXA6 HOX1B,9606.ENSP00000222728
14694,O43364,HOXA2 HOX1K,9606.ENSP00000222718
14695,Q8IZT8,HS3ST5 3OST5 HS3OST5,9606.ENSP00000427888
14696,P20042,EIF2S2 EIF2B,9606.ENSP00000364119
14697,P17936,IGFBP3 IBP3,9606.ENSP00000370473
14698,Q92819,HAS2,9606.ENSP00000306991
14699,Q86WN2,IFNE IFNE1 UNQ360/PRO655,9606.ENSP00000418018
14700,P13164,IFITM1 CD225 IFI17,9606.ENSP00000386187
14701,A6NMX2,EIF4E1B,9606.ENSP00000323714
14702,P14652,HOXB2 HOX2H,9606.ENSP00000331741
14703,A0AVF1,TTC26 IFT56,9606.ENSP00000419279
14704,Q6IS14,EIF5AL1,9606.ENSP00000430706
14705,Q9H293,IL25 IL17E UNQ3120/PRO10272,9606.ENSP00000328111
14706,P53990,IST1 KIAA0174,9606.ENSP00000438399
14707,Q6UWN8,SPINK6 UNQ844/PRO1782,9606.ENSP00000324870
14708,O60268,KIAA0513,9606.ENSP00000457408
14709,O14713,ITGB1BP1 ICAP1,9606.ENSP00000353850
14710,Q9H0B6,KLC2,9606.ENSP00000399403
14711,Q8TD94,KLF14 BTEB5,9606.ENSP00000463287
14712,Q9BXK1,KLF16 BTEB4 NSLP2,9606.ENSP00000250916
14713,Q92876,KLK6 PRSS18 PRSS9,9606.ENSP00000366047
14714,Q9UKQ9,KLK9,9606.ENSP00000469417
14715,Q8NES3,LFNG,9606.ENSP00000222725
14716,Q6ZUX7,LHFPL2 KIAA0206,9606.ENSP00000369702
14717,Q96GY3,LIN37 MSTP064,9606.ENSP00000301159
14718,P60372,KRTAP10-4 KAP10.4 KAP18-4 KRTAP10.4 KRTAP18-4 KRTAP18.4,9606.ENSP00000383225
14719,P13473,LAMP2,9606.ENSP00000408411
14720,Q2TBA0,KLHL40 KBTBD5 SRYP,9606.ENSP00000287777
14721,P51884,LUM LDC SLRR2D,9606.ENSP00000266718
14722,Q9UGI6,KCNN3 K3,9606.ENSP00000481848
14723,P54315,PNLIPRP1 PLRP1,9606.ENSP00000433933
14724,Q1X8D7,LRRC36 RORBP70,9606.ENSP00000329943
14725,Q2I0M4,LRRC26 CAPC,9606.ENSP00000360597
14726,Q9H9Z2,LIN28A CSDD1 LIN28 ZCCHC1,9606.ENSP00000363314
14727,Q13449,LSAMP IGLON3 LAMP,9606.ENSP00000419000
14728,Q16626,MEA1 MEA,9606.ENSP00000244711
14729,Q92918,MAP4K1 HPK1,9606.ENSP00000465039
14730,Q3C1V0,MS4A18,9606.ENSP00000431607
14731,Q6UB28,METAP1D MAP1D,9606.ENSP00000315152
14732,Q9P1T7,MDFIC,9606.ENSP00000484656
14733,O60942,RNGTT CAP1A,9606.ENSP00000358497
14734,Q02080,MEF2B XMEF2,9606.ENSP00000390762
14735,P45983,MAPK8 JNK1 PRKM8 SAPK1 SAPK1C,9606.ENSP00000378974
14736,Q9H8L6,MMRN2 EMILIN3,9606.ENSP00000361097
14737,Q9H3L0,MMADHC C2orf25 CL25022 HSPC161 My011,9606.ENSP00000389060
14738,Q96FF7,MISP3,9606.ENSP00000269720
14739,Q99542,MMP19 MMP18 RASI,9606.ENSP00000313437
14740,Q9UQ07,MOK RAGE RAGE1,9606.ENSP00000355304
14741,Q8NGG7,OR8A1,9606.ENSP00000284287
14742,Q9H346,OR52D1,9606.ENSP00000326232
14743,O43439,CBFA2T2 EHT MTGR1,9606.ENSP00000262653
14744,Q9Y217,MTMR6,9606.ENSP00000371221
14745,P14649,MYL6B MLC1SA,9606.ENSP00000450385
14746,Q6NZ67,MZT2B FAM128B MOZART2B,9606.ENSP00000281871
14747,Q9BWU0,SLC4A1AP HLC3,9606.ENSP00000479964
14748,Q9BTE0,NAT9 EBS,9606.ENSP00000350467
14749,Q9Y4H4,GPSM3 AGS4 C6orf9 G18,9606.ENSP00000364180
14750,Q7Z6J2,TAMALIN GRASP,9606.ENSP00000293662
14751,P19086,GNAZ,9606.ENSP00000478892
14752,Q2KHT4,GSG1 UNQ709/PRO1360,9606.ENSP00000405032
14753,P58876,H2BC5 H2BFB HIRIP2 HIST1H2BD,9606.ENSP00000289316
14754,Q96JJ6,JPH4 JPHL1 KIAA1831,9606.ENSP00000380307
14755,Q02556,IRF8 ICSBP1,9606.ENSP00000268638
14756,Q96J02,ITCH,9606.ENSP00000480499
14757,Q00978,IRF9 ISGF3G,9606.ENSP00000380073
14758,P05107,ITGB2 CD18 MFI7,9606.ENSP00000380948
14759,Q8IYV9,IZUMO1,9606.ENSP00000327786
14760,Q6IPM2,IQCE KIAA1023,9606.ENSP00000480715
14761,Q9ULD6,INTU KIAA1284 PDZD6 PDZK6,9606.ENSP00000334003
14762,P49441,INPP1,9606.ENSP00000376142
14763,P14316,IRF2,9606.ENSP00000377218
14764,Q9C086,INO80B HMGA1L4 PAPA1 ZNHIT4,9606.ENSP00000233331
14765,Q8NBZ0,INO80E CCDC95,9606.ENSP00000457016
14766,P48551,IFNAR2 IFNABR IFNARB,9606.ENSP00000343957
14767,O76015,KRT38 HHA8 HKA8 KRTHA8,9606.ENSP00000246646
14768,O00142,TK2,9606.ENSP00000299697
14769,Q13303,KCNAB2 KCNA2B KCNK2,9606.ENSP00000367323
14770,O76011,KRT34 HHA4 HKA4 KRTHA4,9606.ENSP00000377570
14771,Q8N6L0,KASH5 CCDC155,9606.ENSP00000404220
14772,P78508,KCNJ10,9606.ENSP00000357068
14773,Q16566,CAMK4 CAMK CAMK-GR CAMKIV,9606.ENSP00000282356
14774,Q9UIL4,KIF25 KNSL3,9606.ENSP00000388878
14775,O60282,KIF5C KIAA0531 NKHC2,9606.ENSP00000393379
14776,Q14500,KCNJ12 IRK2 KCNJN1,9606.ENSP00000463778
14777,O95970,LGI1 EPT UNQ775/PRO1569,9606.ENSP00000360472
14778,Q9UGP4,LIMD1,9606.ENSP00000273317
14779,Q9Y693,LHFPL6 LHFP,9606.ENSP00000368908
14780,Q9H008,LHPP,9606.ENSP00000357835
14781,Q4G0J3,LARP7 HDCMA18P,9606.ENSP00000422626
14782,P05455,SSB,9606.ENSP00000386636
14783,Q13094,LCP2,9606.ENSP00000046794
14784,P18428,LBP,9606.ENSP00000217407
14785,Q5TCM9,LCE5A LEP18 SPRL5A,9606.ENSP00000333952
14786,Q8N423,LILRB2 ILT4 LIR2 MIR10,9606.ENSP00000375629
14787,Q9NQ29,LUC7L LUC7L1,9606.ENSP00000293872
14788,Q96QS6,PSKH2,9606.ENSP00000276616
14789,Q8IWT6,LRRC8A KIAA1437 LRRC8 SWELL1 UNQ221/PRO247,9606.ENSP00000259324
14790,Q8N5H3,FAM89B Lrap25,9606.ENSP00000431459
14791,Q86U10,ASPG C14orf76,9606.ENSP00000450040
14792,O43283,MAP3K13 LZK,9606.ENSP00000265026
14793,Q9BS40,LXN,9606.ENSP00000264265
14794,Q8WWC4,MAIP1 C2orf47,9606.ENSP00000295079
14795,O75121,MFAP3L KIAA0626 HSD-39 HSD39,9606.ENSP00000354583
14796,Q13361,MFAP5 MAGP2,9606.ENSP00000352455
14797,P47881,OR3A1 OLFRA03,9606.ENSP00000313803
14798,Q8NGB6,OR4M2,9606.ENSP00000483239
14799,Q8NGD1,OR4N2,9606.ENSP00000319601
14800,Q8N0Y3,OR4N4,9606.ENSP00000332500
14801,O00110,OVOL3,9606.ENSP00000465620
14802,Q8IXE1,OR4N5,9606.ENSP00000332110
14803,O15527,OGG1 MMH MUTM OGH1,9606.ENSP00000306561
14804,O43196,MSH5,9606.ENSP00000364855
14805,Q2QL34,MPV17L,9606.ENSP00000379669
14806,P13349,MYF5 BHLHC2,9606.ENSP00000228644
14807,Q96HR8,NAF1,9606.ENSP00000274054
14808,P13591,NCAM1 NCAM,9606.ENSP00000480132
14809,P52298,NCBP2 CBP20 PIG55,9606.ENSP00000326806
14810,P49821,NDUFV1 UQOR1,9606.ENSP00000322450
14811,O75438,NDUFB1,9606.ENSP00000330787
14812,Q96M43,NBPF4,9606.ENSP00000389237
14813,Q8TB73,NDNF C4orf31 UNQ2748/PRO6487,9606.ENSP00000369014
14814,O14524,NEMP1 KIAA0286 TMEM194 TMEM194A,9606.ENSP00000300128
14815,Q9HBL8,NMRAL1 HSCARG,9606.ENSP00000458762
14816,Q15761,NPY5R NPYR5,9606.ENSP00000423917
14817,Q86SE8,NPM2,9606.ENSP00000381032
14818,Q9GZT8,NIF3L1 ALS2CR1 MDS015 My018,9606.ENSP00000386394
